BundleName;QuestName;QuestId;
Weapon Proficiency;[Kho] Weapon Proficiency: SMGs Barter - Elite;Weapon_Proficiency_Smg_Barter_Elite;
Weapon Proficiency;[Bsh] Weapon Proficiency: Marksman Rifles Barter - Elite;Weapon_Proficiency_Marksman_Barter_Elite;
Weapon Proficiency;[Eld] Weapon Proficiency: Двуствольное ружье MP-43-1C 12к Trade - Rookie;Weapon_Proficiency_5580223e4bdc2d1c128b457f_Trade_Rookie;
Weapon Proficiency;[Eld] Weapon Proficiency: Ружье МЦ-255-12 12к Trade - Rookie;Weapon_Proficiency_60db29ce99594040e04c4a27_Trade_Rookie;
Weapon Proficiency;[Eld] Weapon Proficiency: Болтовое ружье ТОЗ-106 20к Trade - Rookie;Weapon_Proficiency_5a38e6bac4a2826c6e06d79b_Trade_Rookie;
Weapon Proficiency;[Eld] Weapon Proficiency: Помповое ружье MР-133 12к Trade - Seasoned;Weapon_Proficiency_54491c4f4bdc2db1078b4568_Trade_Seasoned;
Weapon Proficiency;[Eld] Weapon Proficiency: Помповое ружье Mossberg 590A1 12к Trade - Seasoned;Weapon_Proficiency_5e870397991fd70db46995c8_Trade_Seasoned;
Weapon Proficiency;[Eld] Weapon Proficiency: Помповое ружье Remington Model 870 12к Trade - Veteran;Weapon_Proficiency_5a7828548dc32e5a9c28b516_Trade_Veteran;
Weapon Proficiency;[Eld] Weapon Proficiency: Самозарядное ружье MP-155 12к Trade - Veteran;Weapon_Proficiency_606dae0ab0e443224b421bb7_Trade_Veteran;
Weapon Proficiency;[Eld] Weapon Proficiency: Самозарядный карабин Сайга 12К исп.10 12/76 Trade - Elite;Weapon_Proficiency_576165642459773c7a400233_Trade_Elite;
Weapon Proficiency;[Eld] Weapon Proficiency: Помповый карабин ТОЗ КС-23М 23x75мм Trade - Elite;Weapon_Proficiency_5e848cc2988a8701445df1e8_Trade_Elite;
Weapon Proficiency;[Lab] Weapon Proficiency: Пистолет Beretta M9A3 9x19 Trade - Rookie;Weapon_Proficiency_5cadc190ae921500103bb3b6_Trade_Rookie;
Weapon Proficiency;[Lab] Weapon Proficiency: Пистолет Макарова ПМ (г) 9x18ПМ Trade - Rookie;Weapon_Proficiency_579204f224597773d619e051_Trade_Rookie;
Weapon Proficiency;[Lab] Weapon Proficiency: Пистолет ТТ-33 7.62x25 ТТ Trade - Rookie;Weapon_Proficiency_571a12c42459771f627b58a0_Trade_Rookie;
Weapon Proficiency;[Lab] Weapon Proficiency: Пистолет Ярыгина MP-443 'Грач' 9x19 Trade - Seasoned;Weapon_Proficiency_576a581d2459771e7b1bc4f1_Trade_Seasoned;
Weapon Proficiency;[Lab] Weapon Proficiency: Пистолет Glock 17 9x19 Trade - Seasoned;Weapon_Proficiency_5a7ae0c351dfba0017554310_Trade_Seasoned;
Weapon Proficiency;[Lab] Weapon Proficiency: Пистолет SIG P226R 9x19 Trade - Seasoned;Weapon_Proficiency_56d59856d2720bd8418b456a_Trade_Seasoned;
Weapon Proficiency;[Lab] Weapon Proficiency: Пистолет Colt M45A1 .45 ACP Trade - Veteran;Weapon_Proficiency_5f36a0e5fbf956000b716b65_Trade_Veteran;
Weapon Proficiency;[Lab] Weapon Proficiency: Пистолет HK USP .45 ACP Trade - Veteran;Weapon_Proficiency_6193a720f8ee7e52e42109ed_Trade_Veteran;
Weapon Proficiency;[Lab] Weapon Proficiency: Автоматический Пистолет Стечкина АПС 9x18ПМ Trade - Veteran;Weapon_Proficiency_5a17f98cfcdbcb0980087290_Trade_Veteran;
Weapon Proficiency;[Lab] Weapon Proficiency: Пистолет ПЛ-15 9x19 Trade - Veteran;Weapon_Proficiency_602a9740da11d6478d5a06dc_Trade_Veteran;
Weapon Proficiency;[Lab] Weapon Proficiency: Пистолет FN Five-seveN MK2 5.7x28 Trade - Elite;Weapon_Proficiency_5d3eb3b0a4b93615055e84d2_Trade_Elite;
Weapon Proficiency;[Lab] Weapon Proficiency: Пистолет Glock 18C 9x19 Trade - Elite;Weapon_Proficiency_5b1fa9b25acfc40018633c01_Trade_Elite;
Weapon Proficiency;[Lab] Weapon Proficiency: Пистолет Сердюкова СР-1МП Гюрза 9x21 Trade - Elite;Weapon_Proficiency_59f98b4986f7746f546d2cef_Trade_Elite;
Weapon Proficiency;[Col] Weapon Proficiency: Карабин Молот ВПО-209 .366 ТКМ Trade - Rookie;Weapon_Proficiency_59e6687d86f77411d949b251_Trade_Rookie;
Weapon Proficiency;[Col] Weapon Proficiency: Карабин Молот ВПО-136 'Вепрь-КМ' 7.62x39 Trade - Rookie;Weapon_Proficiency_59e6152586f77473dc057aa1_Trade_Rookie;
Weapon Proficiency;[Col] Weapon Proficiency: Карабин ADAR 2-15 5.56x45 Trade - Rookie;Weapon_Proficiency_5c07c60e0db834002330051f_Trade_Rookie;
Weapon Proficiency;[Col] Weapon Proficiency: Автомат Калашникова АКС-74У 5.45x39 Trade - Rookie;Weapon_Proficiency_57dc2fa62459775949412633_Trade_Rookie;
Weapon Proficiency;[Col] Weapon Proficiency: Автомат Калашникова АК-74М 5.45x39 Trade - Seasoned;Weapon_Proficiency_5ac4cd105acfc40016339859_Trade_Seasoned;
Weapon Proficiency;[Col] Weapon Proficiency: Автомат Калашникова АК-102 5.56x45 Trade - Seasoned;Weapon_Proficiency_5ac66d015acfc400180ae6e4_Trade_Seasoned;
Weapon Proficiency;[Col] Weapon Proficiency: Штурмовая винтовка Colt M4A1 5.56x45 Trade - Seasoned;Weapon_Proficiency_5447a9cd4bdc2dbd208b4567_Trade_Seasoned;
Weapon Proficiency;[Col] Weapon Proficiency: Штурмовая винтовка SIG MCX .300 Blackout Trade - Seasoned;Weapon_Proficiency_5fbcc1d9016cce60e8341ab3_Trade_Seasoned;
Weapon Proficiency;[Col] Weapon Proficiency: Автомат Калашникова АКМС 7.62x39 Trade - Seasoned;Weapon_Proficiency_59ff346386f77477562ff5e2_Trade_Seasoned;
Weapon Proficiency;[Col] Weapon Proficiency: Автомат Калашникова АК-105 5.45x39 Trade - Veteran;Weapon_Proficiency_5ac66d9b5acfc4001633997a_Trade_Veteran;
Weapon Proficiency;[Col] Weapon Proficiency: Штурмовая винтовка FN SCAR-L 5.56x45 Trade - Veteran;Weapon_Proficiency_6184055050224f204c1da540_Trade_Veteran;
Weapon Proficiency;[Col] Weapon Proficiency: Ручной пулемет РПК-16 5.45x39 Trade - Veteran;Weapon_Proficiency_5beed0f50db834001c062b12_Trade_Veteran;
Weapon Proficiency;[Col] Weapon Proficiency: Штурмовая винтовка HK 416A5 5.56x45 Trade - Veteran;Weapon_Proficiency_5bb2475ed4351e00853264e3_Trade_Veteran;
Weapon Proficiency;[Col] Weapon Proficiency: Карабин Lone Star TX-15 DML 5.56x45 Trade - Veteran;Weapon_Proficiency_5d43021ca4b9362eab4b5e25_Trade_Veteran;
Weapon Proficiency;[Col] Weapon Proficiency: Автомат Калашникова АК-104 7.62x39 Trade - Veteran;Weapon_Proficiency_5ac66d725acfc43b321d4b60_Trade_Veteran;
Weapon Proficiency;[Col] Weapon Proficiency: Штурмовая винтовка CMMG Mk47 Mutant 7.62x39 Trade - Elite;Weapon_Proficiency_606587252535c57a13424cfd_Trade_Elite;
Weapon Proficiency;[Col] Weapon Proficiency: Штурмовая винтовка Desert Tech MDR 5.56x45 Trade - Elite;Weapon_Proficiency_5c488a752e221602b412af63_Trade_Elite;
Weapon Proficiency;[Col] Weapon Proficiency: Штурмовая винтовка DS Arms SA-58 7.62x51 Trade - Elite;Weapon_Proficiency_5b0bbe4e5acfc40dc528a72d_Trade_Elite;
Weapon Proficiency;[Col] Weapon Proficiency: Штурмовая винтовка FN SCAR-H 7.62x51 (FDE) Trade - Elite;Weapon_Proficiency_6165ac306ef05c2ce828ef74_Trade_Elite;
Weapon Proficiency;[Col] Weapon Proficiency: Штурмовая винтовка Desert Tech MDR 7.62x51 Trade - Elite;Weapon_Proficiency_5dcbd56fdbd3d91b3e5468d5_Trade_Elite;
Weapon Proficiency;[Col] Weapon Proficiency: Автомат АШ-12 12.7x55 Trade - Elite;Weapon_Proficiency_5cadfbf7ae92152ac412eeef_Trade_Elite;
Weapon Proficiency;[Kho] Weapon Proficiency: Пистолет-пулемет HK MP5 9x19 (Navy 3 Round Burst) Trade - Rookie;Weapon_Proficiency_5926bb2186f7744b1c6c6e60_Trade_Rookie;
Weapon Proficiency;[Kho] Weapon Proficiency: Карабин Сайга-9 9x19 Trade - Rookie;Weapon_Proficiency_59f9cabd86f7743a10721f46_Trade_Rookie;
Weapon Proficiency;[Kho] Weapon Proficiency: Пистолет-пулемет ППШ-41 7.62x25 Trade - Rookie;Weapon_Proficiency_5ea03f7400685063ec28bfa8_Trade_Rookie;
Weapon Proficiency;[Kho] Weapon Proficiency: Пистолет-пулемет ПП-91-01 'Кедр-Б' 9x18ПМ Trade - Seasoned;Weapon_Proficiency_57f3c6bd24597738e730fa2f_Trade_Seasoned;
Weapon Proficiency;[Kho] Weapon Proficiency: Пистолет-пулемет B&T MP9-N 9x19 Trade - Seasoned;Weapon_Proficiency_5de7bd7bfd6b4e6e2276dc25_Trade_Seasoned;
Weapon Proficiency;[Kho] Weapon Proficiency: Пистолет-пулемет ПП-19-01 'Витязь' 9x19 Trade - Seasoned;Weapon_Proficiency_59984ab886f7743e98271174_Trade_Seasoned;
Weapon Proficiency;[Kho] Weapon Proficiency: Пистолет-пулемет SIG MPX 9x19 Trade - Veteran;Weapon_Proficiency_58948c8e86f77409493f7266_Trade_Veteran;
Weapon Proficiency;[Kho] Weapon Proficiency: Карабин Союз-ТМ STM-9 Gen.2 9x19 Trade - Veteran;Weapon_Proficiency_60339954d62c9b14ed777c06_Trade_Veteran;
Weapon Proficiency;[Kho] Weapon Proficiency: Пистолет-пулемет HK UMP .45 ACP Trade - Veteran;Weapon_Proficiency_5fc3e272f8b6a877a729eac5_Trade_Veteran;
Weapon Proficiency;[Kho] Weapon Proficiency: Пистолет-пулемет TDI KRISS Vector Gen.2 .45 ACP Trade - Veteran;Weapon_Proficiency_5fb64bc92b1b027b1f50bcf2_Trade_Veteran;
Weapon Proficiency;[Kho] Weapon Proficiency: Пистолет-пулемет TDI KRISS Vector Gen.2 9x19 Trade - Elite;Weapon_Proficiency_5fc3f2d5900b1d5091531e57_Trade_Elite;
Weapon Proficiency;[Kho] Weapon Proficiency: Пистолет-пулемет FN P90 5.7x28 Trade - Elite;Weapon_Proficiency_5cc82d76e24e8d00134b4b83_Trade_Elite;
Weapon Proficiency;[Kho] Weapon Proficiency: Пистолет-пулемет HK MP7A2 4.6x30 Trade - Elite;Weapon_Proficiency_5bd70322209c4d00d7167b8f_Trade_Elite;
Weapon Proficiency;[Bsh] Weapon Proficiency: Винтовка Молот ВПО-215 'Горностай' .366 ТКМ Trade - Rookie;Weapon_Proficiency_5de652c31b7e3716273428be_Trade_Rookie;
Weapon Proficiency;[Bsh] Weapon Proficiency: Винтовка Мосина 1891г. 7.62x54R (Снайперская) Trade - Rookie;Weapon_Proficiency_5ae08f0a5acfc408fb1398a1_Trade_Rookie;
Weapon Proficiency;[Bsh] Weapon Proficiency: Самозарядный карабин Симонова СКС 7.62x39 Охотничье-Промысловый Trade - Rookie;Weapon_Proficiency_587e02ff24597743df3deaeb_Trade_Rookie;
Weapon Proficiency;[Bsh] Weapon Proficiency: Карабин ВПО-101 'Вепрь-Хантер' 7.62x51 Trade - Rookie;Weapon_Proficiency_5c501a4d2e221602b412b540_Trade_Rookie;
Weapon Proficiency;[Bsh] Weapon Proficiency: Снайперская винтовка Remington Model 700 7.62x51 Trade - Seasoned;Weapon_Proficiency_5bfea6e90db834001b7347f3_Trade_Seasoned;
Weapon Proficiency;[Bsh] Weapon Proficiency: Снайперская винтовка ОРСИС T-5000M 7.62x51 Trade - Seasoned;Weapon_Proficiency_5df24cf80dee1b22f862e9bc_Trade_Seasoned;
Weapon Proficiency;[Bsh] Weapon Proficiency: Снайперская винтовка СВ-98 7.62x54R Trade - Seasoned;Weapon_Proficiency_55801eed4bdc2d89578b4588_Trade_Seasoned;
Weapon Proficiency;[Bsh] Weapon Proficiency: Снайперская винтовка LOBAEV Arms ДВЛ-10 'Диверсант' 7.62x51 Trade - Seasoned;Weapon_Proficiency_588892092459774ac91d4b11_Trade_Seasoned;
Weapon Proficiency;[Bsh] Weapon Proficiency: Марксманская винтовка Knight's Armament Company SR-25 7.62x51 Trade - Veteran;Weapon_Proficiency_5df8ce05b11454561e39243b_Trade_Veteran;
Weapon Proficiency;[Bsh] Weapon Proficiency: Винтовка Kel-Tec RFB 7.62x51 Trade - Veteran;Weapon_Proficiency_5f2a9575926fd9352339381f_Trade_Veteran;
Weapon Proficiency;[Bsh] Weapon Proficiency: Винтовка Springfield Armory M1A 7.62x51 Trade - Veteran;Weapon_Proficiency_5aafa857e5b5b00018480968_Trade_Veteran;
Weapon Proficiency;[Bsh] Weapon Proficiency: Снайперская винтовка СВДС 7.62x54R Trade - Veteran;Weapon_Proficiency_5c46fbd72e2216398b5a8c9c_Trade_Veteran;
Weapon Proficiency;[Bsh] Weapon Proficiency: Марксманская винтовка SWORD International Mk-18 .338 LM Trade - Elite;Weapon_Proficiency_5fc22d7c187fea44d52eda44_Trade_Elite;
Weapon Proficiency;[Bsh] Weapon Proficiency: Марксманская винтовка HK G28 7.62x51 Trade - Elite;Weapon_Proficiency_6176aca650224f204c1da3fb_Trade_Elite;
Weapon Proficiency;[Bsh] Weapon Proficiency: Марксманская винтовка Remington R11 RSASS 7.62x51 Trade - Elite;Weapon_Proficiency_5a367e5dc4a282000e49738f_Trade_Elite;
Weapon Proficiency;[Bsh] Weapon Proficiency: Винтовка снайперская специальная «Винторез» 9x39 Trade - Elite;Weapon_Proficiency_57838ad32459774a17445cd2_Trade_Elite;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Пистолет Beretta M9A3 9x19;Weapon_Master_ordinal_1_5cadc190ae921500103bb3b6;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Пистолет Макарова ПМ (г) 9x18ПМ;Weapon_Master_ordinal_1_579204f224597773d619e051;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Пистолет Beretta M9A3 9x19;Weapon_Master_ordinal_2_5cadc190ae921500103bb3b6;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Пистолет ТТ-33 7.62x25 ТТ;Weapon_Master_ordinal_1_571a12c42459771f627b58a0;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Пистолет Макарова ПМ (г) 9x18ПМ;Weapon_Master_ordinal_2_579204f224597773d619e051;
Weapon Mastery;[Lab] Weapon Mastery - Decapitator Rookie: Пистолет Beretta M9A3 9x19;Weapon_Master_ordinal_6_5cadc190ae921500103bb3b6;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Пистолет Ярыгина MP-443 'Грач' 9x19;Weapon_Master_ordinal_1_576a581d2459771e7b1bc4f1;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Пистолет ТТ-33 7.62x25 ТТ;Weapon_Master_ordinal_2_571a12c42459771f627b58a0;
Weapon Mastery;[Lab] Weapon Mastery - Decapitator Rookie: Пистолет Макарова ПМ (г) 9x18ПМ;Weapon_Master_ordinal_6_579204f224597773d619e051;
Weapon Mastery;[Lab] Weapon Mastery - Customs Rookie: Пистолет Beretta M9A3 9x19;Weapon_Master_ordinal_10_5cadc190ae921500103bb3b6;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Пистолет Glock 17 9x19;Weapon_Master_ordinal_1_5a7ae0c351dfba0017554310;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Пистолет Ярыгина MP-443 'Грач' 9x19;Weapon_Master_ordinal_2_576a581d2459771e7b1bc4f1;
Weapon Mastery;[Lab] Weapon Mastery - Decapitator Rookie: Пистолет ТТ-33 7.62x25 ТТ;Weapon_Master_ordinal_6_571a12c42459771f627b58a0;
Weapon Mastery;[Lab] Weapon Mastery - Customs Rookie: Пистолет Макарова ПМ (г) 9x18ПМ;Weapon_Master_ordinal_10_579204f224597773d619e051;
Weapon Mastery;[Lab] Weapon Mastery - Factory Rookie: Пистолет Beretta M9A3 9x19;Weapon_Master_ordinal_11_5cadc190ae921500103bb3b6;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Пистолет SIG P226R 9x19;Weapon_Master_ordinal_1_56d59856d2720bd8418b456a;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Пистолет Glock 17 9x19;Weapon_Master_ordinal_2_5a7ae0c351dfba0017554310;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Seasoned: Пистолет Ярыгина MP-443 'Грач' 9x19;Weapon_Master_ordinal_3_576a581d2459771e7b1bc4f1;
Weapon Mastery;[Lab] Weapon Mastery - Customs Rookie: Пистолет ТТ-33 7.62x25 ТТ;Weapon_Master_ordinal_10_571a12c42459771f627b58a0;
Weapon Mastery;[Lab] Weapon Mastery - Factory Rookie: Пистолет Макарова ПМ (г) 9x18ПМ;Weapon_Master_ordinal_11_579204f224597773d619e051;
Weapon Mastery;[Lab] Weapon Mastery - Woods Rookie: Пистолет Beretta M9A3 9x19;Weapon_Master_ordinal_12_5cadc190ae921500103bb3b6;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Пистолет Colt M45A1 .45 ACP;Weapon_Master_ordinal_1_5f36a0e5fbf956000b716b65;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Пистолет SIG P226R 9x19;Weapon_Master_ordinal_2_56d59856d2720bd8418b456a;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Seasoned: Пистолет Glock 17 9x19;Weapon_Master_ordinal_3_5a7ae0c351dfba0017554310;
Weapon Mastery;[Lab] Weapon Mastery - Decapitator Rookie: Пистолет Ярыгина MP-443 'Грач' 9x19;Weapon_Master_ordinal_6_576a581d2459771e7b1bc4f1;
Weapon Mastery;[Lab] Weapon Mastery - Factory Rookie: Пистолет ТТ-33 7.62x25 ТТ;Weapon_Master_ordinal_11_571a12c42459771f627b58a0;
Weapon Mastery;[Lab] Weapon Mastery - Woods Rookie: Пистолет Макарова ПМ (г) 9x18ПМ;Weapon_Master_ordinal_12_579204f224597773d619e051;
Weapon Mastery;[Lab] Weapon Mastery - Interchange Rookie: Пистолет Beretta M9A3 9x19;Weapon_Master_ordinal_13_5cadc190ae921500103bb3b6;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Пистолет HK USP .45 ACP;Weapon_Master_ordinal_1_6193a720f8ee7e52e42109ed;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Пистолет Colt M45A1 .45 ACP;Weapon_Master_ordinal_2_5f36a0e5fbf956000b716b65;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Seasoned: Пистолет SIG P226R 9x19;Weapon_Master_ordinal_3_56d59856d2720bd8418b456a;
Weapon Mastery;[Lab] Weapon Mastery - Decapitator Rookie: Пистолет Glock 17 9x19;Weapon_Master_ordinal_6_5a7ae0c351dfba0017554310;
Weapon Mastery;[Lab] Weapon Mastery - Decapitator Seasoned: Пистолет Ярыгина MP-443 'Грач' 9x19;Weapon_Master_ordinal_7_576a581d2459771e7b1bc4f1;
Weapon Mastery;[Lab] Weapon Mastery - Woods Rookie: Пистолет ТТ-33 7.62x25 ТТ;Weapon_Master_ordinal_12_571a12c42459771f627b58a0;
Weapon Mastery;[Lab] Weapon Mastery - Interchange Rookie: Пистолет Макарова ПМ (г) 9x18ПМ;Weapon_Master_ordinal_13_579204f224597773d619e051;
Weapon Mastery;[Lab] Weapon Mastery - Shoreline Rookie: Пистолет Beretta M9A3 9x19;Weapon_Master_ordinal_14_5cadc190ae921500103bb3b6;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Автоматический Пистолет Стечкина АПС 9x18ПМ;Weapon_Master_ordinal_1_5a17f98cfcdbcb0980087290;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Пистолет HK USP .45 ACP;Weapon_Master_ordinal_2_6193a720f8ee7e52e42109ed;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Seasoned: Пистолет Colt M45A1 .45 ACP;Weapon_Master_ordinal_3_5f36a0e5fbf956000b716b65;
Weapon Mastery;[Lab] Weapon Mastery - Decapitator Rookie: Пистолет SIG P226R 9x19;Weapon_Master_ordinal_6_56d59856d2720bd8418b456a;
Weapon Mastery;[Lab] Weapon Mastery - Decapitator Seasoned: Пистолет Glock 17 9x19;Weapon_Master_ordinal_7_5a7ae0c351dfba0017554310;
Weapon Mastery;[Lab] Weapon Mastery - Customs Rookie: Пистолет Ярыгина MP-443 'Грач' 9x19;Weapon_Master_ordinal_10_576a581d2459771e7b1bc4f1;
Weapon Mastery;[Lab] Weapon Mastery - Interchange Rookie: Пистолет ТТ-33 7.62x25 ТТ;Weapon_Master_ordinal_13_571a12c42459771f627b58a0;
Weapon Mastery;[Lab] Weapon Mastery - Shoreline Rookie: Пистолет Макарова ПМ (г) 9x18ПМ;Weapon_Master_ordinal_14_579204f224597773d619e051;
Weapon Mastery;[Lab] Weapon Mastery - Reserve base Rookie: Пистолет Beretta M9A3 9x19;Weapon_Master_ordinal_15_5cadc190ae921500103bb3b6;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Пистолет ПЛ-15 9x19;Weapon_Master_ordinal_1_602a9740da11d6478d5a06dc;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Автоматический Пистолет Стечкина АПС 9x18ПМ;Weapon_Master_ordinal_2_5a17f98cfcdbcb0980087290;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Seasoned: Пистолет HK USP .45 ACP;Weapon_Master_ordinal_3_6193a720f8ee7e52e42109ed;
Weapon Mastery;[Lab] Weapon Mastery - Decapitator Rookie: Пистолет Colt M45A1 .45 ACP;Weapon_Master_ordinal_6_5f36a0e5fbf956000b716b65;
Weapon Mastery;[Lab] Weapon Mastery - Decapitator Seasoned: Пистолет SIG P226R 9x19;Weapon_Master_ordinal_7_56d59856d2720bd8418b456a;
Weapon Mastery;[Lab] Weapon Mastery - Customs Rookie: Пистолет Glock 17 9x19;Weapon_Master_ordinal_10_5a7ae0c351dfba0017554310;
Weapon Mastery;[Lab] Weapon Mastery - Factory Rookie: Пистолет Ярыгина MP-443 'Грач' 9x19;Weapon_Master_ordinal_11_576a581d2459771e7b1bc4f1;
Weapon Mastery;[Lab] Weapon Mastery - Shoreline Rookie: Пистолет ТТ-33 7.62x25 ТТ;Weapon_Master_ordinal_14_571a12c42459771f627b58a0;
Weapon Mastery;[Lab] Weapon Mastery - Reserve base Rookie: Пистолет Макарова ПМ (г) 9x18ПМ;Weapon_Master_ordinal_15_579204f224597773d619e051;
Weapon Mastery;[Lab] Weapon Mastery - The Lab Rookie: Пистолет Beretta M9A3 9x19;Weapon_Master_ordinal_16_5cadc190ae921500103bb3b6;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Пистолет FN Five-seveN MK2 5.7x28;Weapon_Master_ordinal_1_5d3eb3b0a4b93615055e84d2;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Пистолет ПЛ-15 9x19;Weapon_Master_ordinal_2_602a9740da11d6478d5a06dc;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Seasoned: Автоматический Пистолет Стечкина АПС 9x18ПМ;Weapon_Master_ordinal_3_5a17f98cfcdbcb0980087290;
Weapon Mastery;[Lab] Weapon Mastery - Decapitator Rookie: Пистолет HK USP .45 ACP;Weapon_Master_ordinal_6_6193a720f8ee7e52e42109ed;
Weapon Mastery;[Lab] Weapon Mastery - Decapitator Seasoned: Пистолет Colt M45A1 .45 ACP;Weapon_Master_ordinal_7_5f36a0e5fbf956000b716b65;
Weapon Mastery;[Lab] Weapon Mastery - Customs Rookie: Пистолет SIG P226R 9x19;Weapon_Master_ordinal_10_56d59856d2720bd8418b456a;
Weapon Mastery;[Lab] Weapon Mastery - Factory Rookie: Пистолет Glock 17 9x19;Weapon_Master_ordinal_11_5a7ae0c351dfba0017554310;
Weapon Mastery;[Lab] Weapon Mastery - Woods Rookie: Пистолет Ярыгина MP-443 'Грач' 9x19;Weapon_Master_ordinal_12_576a581d2459771e7b1bc4f1;
Weapon Mastery;[Lab] Weapon Mastery - Reserve base Rookie: Пистолет ТТ-33 7.62x25 ТТ;Weapon_Master_ordinal_15_571a12c42459771f627b58a0;
Weapon Mastery;[Lab] Weapon Mastery - The Lab Rookie: Пистолет Макарова ПМ (г) 9x18ПМ;Weapon_Master_ordinal_16_579204f224597773d619e051;
Weapon Mastery;[Lab] Weapon Mastery - Lighthouse Rookie: Пистолет Beretta M9A3 9x19;Weapon_Master_ordinal_17_5cadc190ae921500103bb3b6;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Пистолет Glock 18C 9x19;Weapon_Master_ordinal_1_5b1fa9b25acfc40018633c01;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Пистолет FN Five-seveN MK2 5.7x28;Weapon_Master_ordinal_2_5d3eb3b0a4b93615055e84d2;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Seasoned: Пистолет ПЛ-15 9x19;Weapon_Master_ordinal_3_602a9740da11d6478d5a06dc;
Weapon Mastery;[Lab] Weapon Mastery - Decapitator Rookie: Автоматический Пистолет Стечкина АПС 9x18ПМ;Weapon_Master_ordinal_6_5a17f98cfcdbcb0980087290;
Weapon Mastery;[Lab] Weapon Mastery - Decapitator Seasoned: Пистолет HK USP .45 ACP;Weapon_Master_ordinal_7_6193a720f8ee7e52e42109ed;
Weapon Mastery;[Lab] Weapon Mastery - Customs Rookie: Пистолет Colt M45A1 .45 ACP;Weapon_Master_ordinal_10_5f36a0e5fbf956000b716b65;
Weapon Mastery;[Lab] Weapon Mastery - Factory Rookie: Пистолет SIG P226R 9x19;Weapon_Master_ordinal_11_56d59856d2720bd8418b456a;
Weapon Mastery;[Lab] Weapon Mastery - Woods Rookie: Пистолет Glock 17 9x19;Weapon_Master_ordinal_12_5a7ae0c351dfba0017554310;
Weapon Mastery;[Lab] Weapon Mastery - Interchange Rookie: Пистолет Ярыгина MP-443 'Грач' 9x19;Weapon_Master_ordinal_13_576a581d2459771e7b1bc4f1;
Weapon Mastery;[Lab] Weapon Mastery - The Lab Rookie: Пистолет ТТ-33 7.62x25 ТТ;Weapon_Master_ordinal_16_571a12c42459771f627b58a0;
Weapon Mastery;[Lab] Weapon Mastery - Lighthouse Rookie: Пистолет Макарова ПМ (г) 9x18ПМ;Weapon_Master_ordinal_17_579204f224597773d619e051;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Пистолет Сердюкова СР-1МП Гюрза 9x21;Weapon_Master_ordinal_1_59f98b4986f7746f546d2cef;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Rookie: Пистолет Glock 18C 9x19;Weapon_Master_ordinal_2_5b1fa9b25acfc40018633c01;
Weapon Mastery;[Lab] Weapon Mastery - Tarkov Seasoned: Пистолет FN Five-seveN MK2 5.7x28;Weapon_Master_ordinal_3_5d3eb3b0a4b93615055e84d2;
Weapon Mastery;[Lab] Weapon Mastery - Decapitator Rookie: Пистолет ПЛ-15 9x19;Weapon_Master_ordinal_6_602a9740da11d6478d5a06dc;
Weapon Mastery;[Lab] Weapon Mastery - Decapitator Seasoned: Автоматический Пистолет Стечкина АПС 9x18ПМ;Weapon_Master_ordinal_7_5a17f98cfcdbcb0980087290;
Weapon Mastery;[Lab] Weapon Mastery - Customs Rookie: Пистолет HK USP .45 ACP;Weapon_Master_ordinal_10_6193a720f8ee7e52e42109ed;
